,mck,ten_cong_ty,mst,cong_ty_con,doanh_thu_2020,doanh_thu_2021
1306,STL,CTCP Sông Đà Thăng Long,103326500.0,"CTCP Đầu tư Truyền thông Thăng Long, CTCP Sông Đà Thăng Long F, CTCP 353, CTCP Thăng Long - Sài Gòn, CTCP Thép Thăng Long - KANSAI, CT TNHH Tư vấn Franken Nguyễn, CTCP Bất động sản Thăng Long, CTCP Sông Đà 1, CTCP Nền móng Sông Đà - Thăng Long, CT TNHH Kinh doanh TM - DV Thăng Long, CTCP Địa ốc Đất vàng Việt, CTCP Sông Đà 2.07, CTCP Sông Đà - Nha Trang, CTCP Đầu tư Phát triển Thăng Long, CTCP Sông Đà - Việt Hà, CTCP Sông Đà - Bình Phước, CTCP Khoáng sản Thăng Long","49,036","111,722"
1307,STP,CTCP Công nghiệp Thương mại Sông Đà,500436570.0,CTCP Công nghiệp Sông Đà,"230,167","236,467"
1308,STS,CTCP Dịch vụ Vận tải Sài Gòn,300463792.0,CT TNHH KCTC Việt Nam,"37,922","65,679"
1309,STT,CTCP Vận chuyển Sài Gòn Tourist,303609986.0,"Không có công ty con, công ty liên kết","24,599","15,714"
1310,STW,CTCP Cấp nước Sóc Trăng,2200107297.0,CTCP Nước Sóc Trăng,"188,790","193,734"
1311,JOS,CTCP Chế biến Thủy sản xuất khẩu Minh Hải,2000104034,CTCP Thủy sản Kiên Giang (KISIMEX),"353,471","156,084"
1312,JVC,CTCP Thiết bị Y tế Việt Nhật,101178800,"CTCP Kyoto Medical Science, CTCP Đầu tư Công nghệ Y tế Việt Nhật, CTCP Thiết bị Y tế Việt Tín","411,417","391,228"
1313,SDG,CTCP Sadico Cần Thơ,1800155452.0,"CTCP Truyền thông Xi măng Tây Đô, CTCP Vận tải Xi măng Tây Đô, CTCP Bê tông Tây Đô","1,661,527","1,353,508"
1314,SDJ,CTCP Sông Đà 25,2800221072.0,CTCP Sông Đà 2,"27,589","38,477"
1315,SDK,CTCP Cơ khí Luyện kim,3600869728.0,Tổng CT Thép VN - CTCP,"183,233","220,577"
1316,SDN,CTCP Sơn Đồng Nai,3600451024.0,,"143,871","119,252"
1317,SDP,CTCP SDP,500444772.0,Công ty TNHH ĐT Khai thác Khoáng sản Sotraco,"12,800","10,014"
1318,SDT,CTCP Sông Đà 10,5900189357.0,"Công ty TNHH MTV Sông Đà 10.1, CTCP Thủy Điện Nậm He","959,739","1,075,334"
1319,SDU,CTCP Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,102186917.0,"Công ty TNHH MTV Quản lý và kinh doanh dịch vụ SDU, CTCP Tư vấn Đầu tư SDU, CTCP Đầu tư Xây dựng đô thị Bắc Hà","87,673","53,866"
1320,SDV,CTCP Dịch vụ Sonadezi,3600890938.0,Công ty TNHH MTV Dich vụ bảo vệ Sonadezi,"445,947","494,362"
1321,SDX,CTCP Phòng cháy Chữa cháy và Đầu tư Xây dựng Sông Đà,101179547.0,,"13,635","7,499"
1322,SDY,CTCP Xi măng Sông Đà Yaly,5900305243.0,Công ty TNHH ELECEM,"63,822","59,350"
1323,SEA,Tổng Công ty Thủy sản Việt Nam - CTCP,310745210.0,"CTCP Cơ khí Đóng tàu - Thủy sản Việt Nam, CTCP XNK Thủy sản Hà Nội, CTCP XNK Thủy sản Năm Căn, Công ty Liên doanh Thủy sản Việt Nga, CTCP Công nghiệp thủy sản, CTCP Xuất nhập khẩu Thủy sản Miền Trung, CTCP Đồ hộp Hạ Long, CTCP Thủy sản Số 4, CTCP Đóng sửa tàu Nhà Bè, CTCP Thủy sản Số 5, CTCP Việt Pháp Sản xuất Thức ăn gia súc Proconco, CTCP Dịch vụ Nuôi trồng Thủy sản Hạ Long","831,163","1,008,156"
1324,SEB,CTCP Đầu tư và Phát triển Điện Miền Trung,4200519791.0,CTCP Thủy điện Trà Xom,"260,098","305,427"
1325,SED,CTCP Đầu tư và Phát triển Giáo dục Phương Nam,304952106.0,CTCP Thiết bị Giáo Dục II,"604,135","685,345"
1326,SEP,CTCP Tổng Công ty Thương mại Quảng Trị,3200042556.0,,"867,157","1,075,352"
1327,SFC,CTCP Nhiên liệu Sài Gòn,300631013.0,CT TNHH MTV Chế biến gỗ Tân Phú,"912,085","701,516"
1328,SFG,CTCP Phân Bón Miền Nam,300430500.0,Công Ty TNHH Hóa Chất LG VINA,"1,388,464","2,109,677"
1329,SFI,CTCP Đại lý Vận tải SAFI,301471330.0,"Công ty TNHH Đầu tư Hạ tầng SAFI, Công ty TNHH Đại lý Vận tải COSFI, Công ty TNHH SITC Việt Nam, Công ty TNHH Yusen Logistics Quốc tế (Việt Nam)","1,203,173","1,851,649"
1330,SFN,CTCP Dệt lưới Sài Gòn,300669828.0,,"153,426","139,553"
1331,SGB,Ngân hàng TMCP Sài Gòn Công Thương,300610408.0,Công ty TNHH Quản lý nợ và Khai thác Tài sản,"590,669","589,171"
1332,SGC,CTCP Xuất nhập khẩu Sa Giang,1400469817.0,CTCP Du lịch Đồng Tháp,"311,280","383,583"
1333,SGD,CTCP Sách Giáo dục tại Thành phố Hồ Chí Minh,303280405.0,"CTCP Năng lượng EBS Solar Việt Nam, CTCP Sách và Thiết bị Trường học Đồng Nai, CTCP Sách và Thiết bị Vĩnh Long","165,637","149,714"
1334,SGH,CTCP Khách sạn Sài Gòn,300850225.0,,"17,581","17,933"
1335,SGN,CTCP Phục vụ Mặt đất Sài Gòn,312610240.0,CTCP Phục vụ Mặt đất Sài Gòn - Cam Ranh,"730,827","488,319"
1336,SGO,CTCP Dầu thực vật Sài Gòn,309802048.0,"Công ty TNHH Quốc tế Công nghệ cao Hamec, CTCP Công nghiệp Khai khoáng","83,587","12,992"
1337,SGP,CTCP Cảng Sài Gòn,300479714.0,"CTCP Cảng Sài Gòn - Hiệp Phước, CTCP Logistics Cảng Sài Gòn, CTCP Kỹ thuật Thương mại Dịch vụ Cảng Sài Gòn, CTCP Xếp dỡ và Dịch vụ Cảng Sài Gòn, CTCP Vận tải và Dịch vụ Hàng hải Cảng Sài Gòn, Công ty TNHH Korea Express Cảng Sài Gòn, Công ty liên doanh Dịch vụ container quốc tế CSG-SSA, Công ty TNHH Cảng Quốc tế SP-PSA, CTCP Bóng thép Miền Nam - Cảng Sài Gòn, CTCP Cảng tổng hợp Thị Vải, Công ty TNHH Cảng Quốc tế Cái Mép, Công ty TNHH Đầu tư Phát triển Đô thị Ngọc Viễn Đông, Công ty TNHH Lai dắt tàu biên SP - SPAM","935,895","1,371,467"
1338,SGR,CTCP Tổng CTCP Địa ốc Sài Gòn,301899038.0,"Công ty TNHH MTV Địa ốc Sài Gòn Nam Đô, Công ty TNHH Kinh doanh Bất động sản Sài Gòn, Công ty TNHH MTV Địa ốc Sài Gòn Hòa Bình, Công ty TNHH Đầu tư Ngọc Tước, CTCP Đầu tư và Phát triển Nhơn Trạch, Công ty TNHH Sài Gòn Vĩnh Khang, CTCP Đầu tư Bất động sản Hùng Vương, CTCP Đầu tư Xây dựng và Kinh doanh nhà Gia Định, CTCP Tin học Smartway, Công ty TNHH Địa ốc Sài Gòn Phú Quốc, Công ty TNHH Địa ốc Tuấn Minh, CTCP Tư vấn - Thiết kế - Xây dựng Đô Thị, CTCP Nhà hàng Kần Kẩu, Công ty TNHH Hải Sinh Nguyên","76,647","172,807"
1339,SGS,CTCP Vận tải biển Sài Gòn,300424088.0,"Công ty TNHH Liên doanh Giao Nhận Kho Vận Bình Minh, CTCP Saigonship Đà Nẵng, Công ty liên doanh vận tải thủy Sea Sài Gòn","181,653","191,502"
1340,SGT,CTCP Công nghệ Viễn Thông Sài Gòn,302615063.0,"Công ty TNHH MTV Đầu tư Hạ tầng SOTRANS, Công ty TNHH MTV Sotrans Logistics, CTCP Cảng Miền Nam, Tổng CTCP Đường sông Miền Nam, CTCP Vận tải Đa Phương Thức Vietranstimex, CTCP Xây lắp Công trình (ECCO), CTCP Đóng mới - Sửa chữa Phương tiện thủy Cần Thơ, CTCP Phát triển Bất động sản The Pier, Công ty TNHH Phát triển Bất động sản SORECO, CTCP Dịch vụ Xây dựng và Cơ khí Đường thủy Miền Nam, Công ty Liên doanh Phát triển tiếp vận Số 1, CTCP DV Tổng hợp Đường thủy Việt Nam, CTCP Cảng Đồng Nai","470,039","689,804"
1341,SHA,CTCP Sơn Hà Sài Gòn,307526635.0,Công ty TNHH MTV Quốc tế Sơn Hà Chu Lai,"934,301","927,622"
1342,SHB,Ngân hàng TMCP Sài Gòn - Hà Nội,1800278630.0,"Ngân hàng TNHH MTV SHB Campuchia, Ngân hàng TNHH MTV SHB Lào, Công ty Tài chính TNHH MTV Ngân hàng TMCP Sài Gòn - Hà Nội (SHB FC), Công ty TNHH MTV Quản lý Nợ Và Khai thác Tài sản (SHBAMC)","9,933,199","15,570,349"
1343,SHC,CTCP Hàng hải Sài Gòn,302590764.0,Công ty TNHH Vạn Phú,"93,202","93,435"
1344,SHE,CTCP Phát triển năng lượng Sơn Hà,101809894.0,,"246,230","226,538"
1345,SHG,Tổng Công ty cổ phần Sông Hồng,2600104283.0,"Công ty TNHH MTV Cơ Giới Và Xây Dựng Sông Hồng, Công ty TNHH MTV Sông Hồng An Dương, CTCP Sông Hồng Đà Nẵng, CTCP Sông Hồng Thăng Long, CTCP Đầu tư Reenco Sông Hồng, CTCP Xây dựng Dân dụng và Hạ tầng Sông Hồng, CTCP Tư vấn và Xây dựng Đô thị Sông Hồng, CTCP Năng lượng Sông Hồng, CTCP Sông Hồng 36, CTCP Xây Dựng Số 1 Sông Hồng, CTCP Sông Hồng Miền Trung, CTCP Thép Sông Hồng, CTCP Sông Hồng Sài Gòn, CTCP EXIMCO Việt Nam, CTCP Tư vấn Xây dựng Sông Hồng, CTCP Đầu tư Thương mại và Xây dựng Công trình Giao thông Hà Nội, CTCP Sông Hồng số 8","41,533","46,446"
1346,SHI,CTCP Quốc tế Sơn Hà,100776445.0,"CTCP Điện Mặt trời FreeSolar, Công ty TNHH MTV Toàn Mỹ Miền Trung, Công ty TNHH MTV Đầu tư và phát triển Sơn Hà Vinh, CTCP Sơn Hà - Wegen","5,360,118","7,074,613"
1347,SHN,CTCP Đầu tư Tổng hợp Hà Nội,102287094.0,"Công ty TNHH XNK Hàng Hóa Việt Nam, CTCP Quản lý đường sông số 6, CTCP Mai Trang Linh, CTCP Geleximco Hòa Bình","3,657,493","3,745,725"
1348,SHP,CTCP Thủy điện Miền Nam,303416670.0,,"429,384","657,816"
1349,SHS,CTCP Chứng khoán Sài Gòn - Hà Nội,102524651.0,,"685,729","-64,305"
1350,SHX,CTCP Sài Gòn Hỏa xa,300481625.0,,"21,782","10,870"
1351,SIC,CTCP ANI,303255529.0,"Công ty TNHH MTV ANI S&H, Công ty TNHH Đông Hồ Ba Giọt, CTCP ANI POWER","194,608","131,238"
1352,SID,CTCP Đầu tư Phát triển Sài Gòn Co.op,304921066.0,"Công ty TNHH Thương Mại Sài Gòn - Bến Tre, Công ty TNHH MTV Thương mại Dịch vụ Sài Gòn - Pleiku, Công ty TNHH SCID 23/09, Công ty TNHH Đầu tư Quốc tế Sai Gon Co.op, Công ty TNHH Thương mại Sài Gòn - Xuân Oai, Công ty TNHH Thương mại Sài Gòn - Cà Mau, CTCP Phát triển Khu phức hợp Thương mại Vietsin, Công ty TNHH Thương Mại Sài Gòn - Cần Thơ, Công ty TNHH Thương mại Dịch vụ Siêu thị Co.op Mart Biên Hòa","86,670","73,420"
1353,SIG,CTCP Đầu tư và Thương mại Sông Đà,102662098.0,"CTY TNHH đầu tư phát triển Điện Lai Châu, CTCP Thủy điện SODIC Điện Biên, Công ty TNHH Thủy điện SODIC Nậm Mu 2, CTCP đầu tư xây dựng Thanh Hà - Hà Giang, CTCP Kỹ Thuật xây dụng Sông Đà, Công ty TNHH năng Lượng sạch Phúc Huy","299,248","152,404"
1354,SII,CTCP Hạ tầng Nước Sài Gòn,303476454.0,"Công ty TNHH MTV Đầu tư SGN, CTCP Cấp nước Sài Gòn Đan Kia, CTCP Kỹ thuật Enviro, CTCP Cấp nước Sài Gòn - Pleiku, CTCP Cấp thoát nước Gia Lai, Công ty TNHH Cấp thoát nước Củ Chi, CTCP Nước Sài Gòn - An Khê, CTCP Đầu tư Nước Tân Hiệp","197,293","202,679"
1355,SIP,CTCP Đầu tư Sài Gòn VRG,305268812.0,"CTCP Sản xuất và Xuất khẩu Cao Su Sài Gòn VRG, CTCP Xây dựng và Phát triển thế hệ mới, CTCP Xây dựng Incontec, CTCP Phát triển Dịch vụ Sài Gòn, CTCP Bao bì Sài Gòn, CTCP Đầu tư và Phát triển VRG Long Thành, CTCP Đầu tư và Tư vấn Xây dựng Phú An Thành, CTCP Đầu tư VRG Long Đức, CTCP Cảng và Dịch vụ Logistics VRG Thanh Phước","5,082,583","5,577,559"
1356,SIV,CTCP SIVICO,200456505.0,"Công Ty Cổ phần Sơn Hải Phòng, Công ty TNHH VICO","181,964","175,268"
1357,SJ1,CTCP Nông nghiệp Hùng Hậu,302047389.0,"Công ty TNHH Ngư nghiệp Hùng Hậu, Công ty TNHH Kho lạnh Gió Bấc","1,071,125","1,121,406"
1358,SJC,CTCP Sông Đà 1.01,101426757.0,CTCP ĐT PT Khu kinh tế Hải Hà,"6,980","45,465"
1359,SJD,CTCP Thủy điện Cần Đơn,3801068943.0,"CTCP Thủy điện Sông Đà Tây Nguyên, CTCP Thủy điện Ry Ninh II ĐăkPsi","331,270","425,349"
1360,SJE,CTCP Sông Đà 11,500313811.0,"Công ty TNHH MTV Sông Đà 11 Thăng Long, CTCP Đầu tư Điện Mặt Trời, CTCP Thủy điện Đăk Glei, CTCP Thủy điện To Buông, CTCP Thủy điện Đăk Đoa, CTCP Thủy điện Bát Đại Sơn","690,731","710,517"
1361,FBA,CTCP Tập đoàn Quốc tế FBA,101400597,,"75,265","56,648"
1362,FBC,CTCP Cơ khí Phổ Yên,4600355393,,"846,413","1,065,286"
1363,FCC,CTCP Liên hợp Thực phẩm,500238265,"CTCP Giống cây trồng Hà Tây, CTCP Falcon Đồng Trúc","6,317","2,623"
1364,FCM,CTCP Khoáng sản FECON,700252549,"CTCP Bê tông Thái Hà, Công ty TNHH Cơ khí Chế tạo và Bê tông FECON Nghi Sơn, CTCP FECON Nghi Sơn","571,759","599,225"
1365,FCN,CTCP FECON,101502599,"CTCP Năng lượng FECON, CTCP Thi công cọc FECON số 1, CTCP Cọc khoan và Kết cấu ngầm FECON, CTCP FECON South, CTCP Xử lý nền và Xây dựng FECON, CTCP Nông nghiệp hữu cơ Đông Khê, Trường THPT Ý Yên, CTCP Thiết bị Fecon, CTCP Khoáng sản FECON Hải Đăng, FECON RAINBOW FOUNDATION CONSTRUCTION CO LTD, CTCP Công trình ngầm FECON, CTCP Hạ tầng và Phát triển Đô thị FECON, FECON Trung chính Myanmar, CTCP Địa kỹ thuật tiên tiến Raito - FECON, CTCP Năng lượng Vĩnh Hảo 6","3,154,194","3,484,219"
1366,FCS,CTCP Lương thực Thành phố Hồ Chí Minh,300559014,"CTCP Phú Tam Khôi, Công ty trách nhiệm hữu hạn Thương mại Dịch vụ Đồng Thịnh, CTCP Bao bì Bình Tây, Ngân hàng Thương mại cổ phần Sài Gòn Công Thương, CTCP Địa ốc Bình Tây, Ngân hàng Thương mại cổ phần Sài Gòn Công Thương, Ngân hàng Thương mại cổ phần Sài Gòn Công Thương, Công ty cổ phần Đầu tư Địa ốc Bến Thành","774,108","895,290"
1367,FDC,CTCP Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,300590663,Không còn công ty thành viên,"190,188","185,711"
1368,FGL,CTCP Cà phê Gia Lai,5900189678,,"10,843","39,034"
1369,FHN,CTCP Xuất nhập khẩu Lương thực Thực phẩm Hà Nội,101118079,,"732,221","711,946"
1370,FHS,CTCP Phát hành Sách Thành phố Hồ Chí Minh,304132047,CTCP Văn hóa và Thương mại Bình Dương,"3,281,417","2,748,785"
1371,FIC,Tổng Công ty Vật liệu Xây dựng số 1 - CTCP,300402493,"Công ty TNHH MTV Thương mại VLXD Fico, Công ty TNHH MTV Cát Cam Ranh Fico, CTCP Phước Hoà FiCO, CTCP Cơ khí xây dựng Tân Định FiCO, CTCP Gạch men Thanh Thanh, CTCP Gạch Đông Nam Á, CTCP Xây dựng FiCO - Corea, CTCP FiCO Pan - United, CTCP FiCO Công nghệ cao, CTCP Vitaly, CTCP Khoáng sản FiCO Bình Phước, Công ty TNHH Đầu tư Xây dựng Tân Bách Việt, CTCP Xi măng FiCO Tây Ninh, CTCP Hoá An, CTCP Havali - FiCO","2,715,540","1,460,847"
1372,FID,CTCP Đầu tư và Phát triển Doanh nghiệp Việt Nam,104782792,CTCP Gang Thép Công nghiệp Việt Nam,"82,301","140,362"
1373,FIT,CTCP Tập đoàn F.I.T,102182140,"Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam, Công ty cổ phần Đầu tư Bất động sản F.I.T, Công ty CP Chế biến Thực phẩm Xuất khẩu Miền Tây, Công ty cổ phẩn Dược phẩm Cửu Long, Công ty cổ phần Mũi Dinh Ecopark, Công ty CP Vật tư Kỹ thuật Nông nghiệp Cần Thơ, Công ty cổ phần Hạt giống TSC, Công ty cổ phần Thuốc ung thư Benovas, Công ty cổ phẩn Westfood Hậu Giang, Công ty Liên doanh Sản xuất Kinh doanh, Xuất nhập khẩu Dược phẩm và Trang thiết bị y tế, Công ty CP giống cây trồng Nông tín, Công ty cổ phần chứng khoán Đại Nam","1,188,427","1,220,561"
1374,FLC,CTCP Tập đoàn FLC,102683813,"CTCP FLC Quy Nhơn Golf & Resort, Công ty TNHH FLC Samson Golf & Resort, Công ty TNHH MTV FLC Land, Công ty TNHH Đầu tư và Phát triển FLC Hạ Long, Công ty TNHH BOT Khai thác Quản lý bãi biển FLC Sầm Sơn, Công ty TNHH MTV Quản lý khách sạn và khu nghỉ dưỡng FLC, Công ty TNHH Vàng bạc đá quý FLC, Công ty TNHH Đầu tư Phát triển và Quản lý Khu công nghiệp FLC, Công ty TNHH FLC Quảng Bình Golf & Resort, Công ty TNHH Đồ Sơn Golf & Resort, CTCP Địa ốc Star Hà Nội, CTCP Nước giải khát FLC, Công ty TNHH Đầu tư và Quản lý toà nhà Ion Complex, CTCP Du lịch và Sự kiện FLC, CTCP Đầu tư Địa ốc Alaska, CTCP Hàng không Tre Việt, Công ty TNHH Thương mại và Phát triển Nhân lực Quốc tế FLC, CTCP Kỹ thuật Hàng không Sao Mai","13,488,401","6,771,892"
1375,FMC,CTCP Thực phẩm Sao Ta,2200208753,CTCP Thực phẩm Khang An,"4,415,217","5,199,105"
1376,FOC,CTCP Dịch vụ Trực tuyến FPT,305045911,"Công ty TNHH MTV Dịch vụ trực tuyến Quốc Tế, CTCP Dịch vụ Gate","599,151","607,738"
1377,FOX,CTCP Viễn thông FPT,101778163,"CTCP Công nghệ Viễn thông FPT (FCN), Công ty TNHH MTV Viễn thông FPT Tân Thuận, Công ty TNHH MTV Viễn thông Quốc tế (FTI), Công ty TNHH truyền hình FPT, CTCP Dịch vụ Trực tuyến FPT","11,466,154","12,686,416"
1378,FPT,CTCP FPT,101248141,"Công ty TNHH Phần mềm FPT, Công ty TNHH Giáo dục FPT, CTCP Đầu tư FPT, Công ty TNHH Hệ thống Thông tin FPT, Công ty TNHH FPT Digital, CTCP Synnex FPT, CTCP Bán lẻ Kỹ thuật số FPT, CTCP Viễn thông FPT, CTCP Chứng khoán FPT","29,830,401","35,657,263"
1379,FRC,CTCP Lâm đặc sản Xuất khẩu Quảng Nam,4000101608,,"264,032","336,018"
1380,FRM,CTCP Lâm Nghiệp Sài Gòn,300695842,Cty TNHH FORIMEX,"44,862","40,394"
1381,FRT,CTCP Bán lẻ Kỹ thuật số FPT,311609355,CTCP Hữu nghị Việt Hàn,"14,661,417","22,494,961"
1382,FSO,CTCP Cơ khí đóng tàu Thủy sản Việt Nam,200140967,,"13,910","32,963"
1383,FT1,CTCP Phụ tùng Máy số 1,4600358468,CTCP Cơ Khí Vinh,"750,389","777,883"
1384,FTI,CTCP Công nghiệp - Thương mại Hữu Nghị,300743380,Công ty Liên doanh Vikotrade,"9,419","9,043"
1385,FTM,CTCP Đầu tư và Phát triển Đức Quân,1000400095,,"81,303","231,672"
1386,FTS,CTCP Chứng khoán FPT,102324187,,"403,535","1,383,479"
1387,S27,CTCP Sông Đà 27,3000335587.0,,"18,868","9,737"
1388,S4A,CTCP Thủy điện Sê San 4A,5900413305.0,,"233,264","285,017"
1389,S55,CTCP Sông Đà 505,5900320629.0,"CTCP Xây dựng S55, CTCP Ehula, CTCP điện Bắc Nà, CTCP Thủy điện Sông Ông","469,382","426,291"
1390,S72,CTCP Sông Đà 7.02,5400232452.0,Công ty Cổ phần Xây lắp Sông Đà,"34,519","42,520"
1391,S74,CTCP Sông Đà 7.04,5500296523.0,"CTCP Thủy điện Cao Nguyên - Sông Đà 7, CTCP Sông Đà 7.02",,-179
1392,S96,CTCP Sông Đà 9.06,101437741.0,CTCP Sông Đà Đông Đô,,"-240,692"
1393,S99,CTCP SCI,101405355.0,"CTCP SCI Lai Châu, Công ty TNHH SCI Nghệ An, CTCP Tư vấn SCI, CTCP SCI E&C, CTCP Điện gió Hướng Linh 8","1,608,549","6,451,445"
1394,SAB,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Sài Gòn,300583659.0,"Công ty TNHH MTV Thương mại Bia Sài Gòn, Công ty TNHH MTV Bia Sài Gòn - Hà Tĩnh, Công ty TNHH MTV Cơ Khí SABECO, Công ty TNHH MTV Tập đoàn Bia Sài Gòn, Công ty TNHH MTV Bia Sài Gòn, CTCP Thương mại Bia Sài Gòn Bắc Trung Bộ, CTCP Thương mại Bia Sài Gòn Trung Tâm, CTCP Rượu Bình Tây, CTCP Thương mại Bia Sài Gòn Miền Trung, CTCP Thương mại Bia Sài Gòn Miền Đông, CTCP Thương mại Bia Sài Gòn Đông Bắc, CTCP Thương mại Bia Sài Gòn Nam Trung Bộ, CTCP Thương mại Bia Sài Gòn Sông Hậu, CTCP Thương mại Bia Sài Gòn Sông Tiền, CTCP Thương mại Bia Sài Gòn Miền Bắc, CTCP Thương mại Bia Sài Gòn Tây Nguyên, CTCP Bao bì Bia Sài Gòn, CTCP Bia Sài Gòn Sông Lam, CTCP Bia Sài Gòn - Quãng Ngãi, CTCP Nước Giải khát Chương Dương, CTCP Bia Rượu Sài Gòn - Đồng Xuân, CTCP Bia Sài Gòn - Nghệ Tĩnh, CTCP Bia Sài Gòn - Lâm Đồng, CTCP Bia Sài Gòn - Hà Nội, Công ty TNHH MTV Bia Sài Gòn - Sóc Trăng, CTCP Bia Sài Gòn - Miền Tây, Công ty TNHH Rượu và Cồn Việt Nam, CTCP Kinh doanh Lương thực - Thực phẩm Trường Sa, Công ty TNHH Bao bì San Miguel Yamamura Phú Thọ, CTCP Bia Sài Gòn - Miền Trung, CTCP Bia Sài Gòn - Phú Thọ, Công ty TNHH Thủy tinh Malaya Việt Nam, Công ty TNHH Crown Sài Gòn, Công ty TNHH Đầu tư Thương mại Tân Thành, CTCP Tư vấn và chuyển giao công nghệ Thành Nam, CTCP Bia - Nước giải khát Sài Gòn - Tây Đô, CTCP Bia Sài Gòn - Khánh Hòa, CTCP Cơ khí và Xây lắp Công nghiệp, Công ty TNHH Trung Tâm Mê Linh, CTCP Tập đoàn Bia Sài Gòn - Bình Tây, CTCP Bia Sài Gòn - Vĩnh Long, CTCP Bia Sài Gòn - Kiên Giang, CTCP Bia Sài Gòn - Bến Tre","27,961,324","26,373,746"
1395,SAC,CTCP Xếp dỡ và Dịch vụ Cảng Sài Gòn,310346174.0,"CTCP DV Hàng hải Tân Hưng Phúc, CTCP Thương mại Dịch Vận Tải Logistic Sài Gòn Bến Tre","86,462","105,746"
1396,SAF,CTCP Lương thực Thực phẩm Safoco,303752249.0,,"1,076,968","956,015"
1397,SAL,CTCP Trục vớt Cứu hộ Việt Nam,300430099.0,,"99,746","122,493"
1398,SAM,CTCP SAM HOLDINGS,3600253537.0,"CTCP Địa ốc Sacom (Samland), Công ty TNHH Sacom - Chip Sáng (SCS), CTCP Sacom - Tuyền Lâm, CTCP Dây và Cáp Sacom, CTCP Đầu tư và Phát triển Hạ tầng An Việt, CTCP Dịch vụ Du lịch Phú Thọ, CTCP Sam Nông nghiệp công nghệ cao, CTCP Capella Việt Nam, Công ty Cổ phần Phú Hữu Gia, Công Ty Cổ Phần Capella Quảng Nam, Công Ty CP ĐTPT Nam Tây Nguyên","1,919,269","1,888,697"
1399,SAP,CTCP In Sách giáo khoa Thành phố Hồ Chí Minh,303171300.0,,"8,346","6,825"
1400,SAS,CTCP Dịch vụ Hàng không Sân bay Tân Sơn Nhất,301123125.0,"Công ty TNHH Phú Quốc - Sasco, CTCP Thương mại Xăng dầu Tân Sơn Nhất, Công ty Liên doanh Cổ phần Nhà Việt, CTCP Phát triển Vườn Xanh, CTCP Đầu tư Thương mại Bầu Trời Xanh","918,203","321,078"
1401,SAV,CTCP Hợp tác Kinh tế và Xuất nhập khẩu Savimex,302317892.0,Công ty TNHH MTV Đồ Gỗ Bình An,"943,233","1,008,966"
1402,SB1,CTCP Bia Sài Gòn - Nghệ Tĩnh,2900765728.0,,"233,903","203,179"
1403,SBA,CTCP Sông Ba,400439955.0,,"298,215","314,881"
1404,SBD,CTCP Công nghệ Sao Bắc Đẩu,303191804.0,"CTCP Công nghệ cao Sao Bắc Đẩu, CTCP DV Viễn thông Sao Bắc Đẩu, CTCP Công nghệ Sao Bắc Đẩu miền Nam","1,246,921","855,362"
1405,SBH,CTCP Thủy điện Sông Ba Hạ,4400415302.0,,"804,910","873,124"
1406,SBL,CTCP Bia Sài Gòn - Bạc Liêu,1900333973.0,,"195,694","165,397"
1407,SBM,CTCP Đầu tư Phát triển Bắc Minh,102165522.0,,"230,297","196,113"
1408,SBS,CTCP Chứng khoán SBS,304579068.0,"CT CK NH Sài Gòn Thương Tín Campuchia, CT Đại chúng Chứng khoán LaneXang","90,158","221,512"
1409,SBT,CTCP Thành Thành Công - Biên Hòa,3900244389.0,"CTCP Thương mại Xuất nhập khẩu Biên Hòa, Công ty TNHH MTV Đường TTC Biên Hòa - Đồng Nai, Công ty TNHH Mía Đường TTC Attapeu, Công ty TNHH MTV Mía Đường TTC Attapeu, Công ty TNHH Tư nhân Đầu tư TSU, Công ty TNHH MTV Đường Biên Hòa - Ninh Hòa, Công ty TNHH MTV Thành Thành Công Gia Lai, Global Mind Commodities Trading Pte. Ltd, Công ty TNHH MTV Nhiệt điện Ninh Hòa, Công ty TNHH MTV Sản xuất Thương mại Dịch vụ TTC An Hòa, Công ty TNHH MTV Nhiệt điện Gia Lai, CTCP Nghiên cứu và Ứng dụng Mía đường Thành Thành Công, Công ty TNHH MTV Ý tưởng xanh Thành Công, Công ty TNHH MTV Năng lượng Sạch Ninh Hòa, Công ty TNHH MTV Năng lượng Xanh Ninh Hòa, Công ty TNHH Hải Vi, Công ty TNHH MTV Nước Miaqua, Công ty TNHH MTV Nông nghiệp Xanh Thành Công, Công ty TNHH MTV Thành Công Xanh, Công ty TNHH MTV Đầu tư Nông nghiệp Thành Công, Công ty TNHH Thực phẩm Thành Thành Công, CTCP Biên Hòa -Thành Long, CTCP Đường Biên Hòa - Phan Rang, CTCP Bò giống Miền Trung, CTCP Phát triển Nông nghiệp Thành Thành Công, CTCP Đường Nước Trong, CTCP Xuất nhập khẩu Tân Định","14,924,868","18,325,361"
1410,SBV,CTCP Siam Brothers Việt Nam,300812161.0,"Công ty TNHH Thương mại và Dịch vụ Siam Brothers Việt Nam, Công ty TNHH Thương mại và Dịch vụ Siam Solar Việt Nam","506,361","510,757"
1411,SCC,CTCP Thương mại Đầu tư SHB,5400213153.0,,"51,504","17,524"
